GVF,PR,RE,NU
1,0.309697,13.2993,4.72138
1,0.305419,13.1156,4.70976
1,0.305419,13.1156,4.70976
1,0.301023,12.9269,4.69692
1,0.301023,12.9269,4.69692
1,0.296479,12.7317,4.68349
1,0.296479,12.7317,4.68349
1,0.291837,12.5324,4.66945
1,0.291837,12.5324,4.66945
1,0.287183,12.3325,4.65615
1,0.287183,12.3325,4.65615
1,0.282525,12.1325,4.64282
1,0.282525,12.1325,4.64282
1,0.277858,11.9321,4.62911
1,0.277858,11.9321,4.62911
1,0.273242,11.7338,4.61521
1,0.273242,11.7338,4.61521
1,0.268732,11.5402,4.60151
1,0.268732,11.5402,4.60151
1,0.264387,11.3536,4.5882
1,0.264387,11.3536,4.5882
1,0.260276,11.177,4.57603
1,0.260276,11.177,4.57603
1,0.256394,11.0104,4.5646
1,0.256394,11.0104,4.5646
1,0.25272,10.8525,4.55383
1,0.25272,10.8525,4.55383
1,0.249225,10.7025,4.5432
1,0.249225,10.7025,4.5432
1,0.245949,10.5618,4.53332
1,0.245949,10.5618,4.53332
1,0.242951,10.4331,4.52462
1,0.242951,10.4331,4.52462
1,0.240222,10.3159,4.51694
1,0.240222,10.3159,4.51694
1,0.237694,10.2073,4.50925
1,0.237694,10.2073,4.50925
1,0.235374,10.1077,4.50187
1,0.235374,10.1077,4.50187
1,0.233241,10.0161,4.49485
1,0.233241,10.0161,4.49485
1,0.231252,9.93066,4.48809
1,0.231252,9.93066,4.48809
1,0.229412,9.85167,4.48183
1,0.229412,9.85167,4.48183
1,0.227738,9.77977,4.47628
1,0.227738,9.77977,4.47628
1,0.226243,9.71558,4.47194
1,0.226243,9.71558,4.47194
1,0.224881,9.65705,4.468
1,0.224881,9.65705,4.468
1,0.223621,9.60295,4.46458
1,0.223621,9.60295,4.46458
1,0.222437,9.55212,4.46143
1,0.222437,9.55212,4.46143
1,0.221311,9.50377,4.45812
1,0.221311,9.50377,4.45812
1,0.220249,9.45818,4.45477
1,0.220249,9.45818,4.45477
1,0.219302,9.41749,4.45198
1,0.219302,9.41749,4.45198
1,0.218475,9.38197,4.44959
1,0.218475,9.38197,4.44959
1,0.217773,9.35186,4.44778
1,0.217773,9.35186,4.44778
1,0.217197,9.32709,4.44667
1,0.217197,9.32709,4.44667
1,0.216714,9.30634,4.44596
1,0.216714,9.30634,4.44596
1,0.216274,9.28745,4.44515
1,0.216274,9.28745,4.44515
1,0.215846,9.26911,4.44399
1,0.215846,9.26911,4.44399
1,0.215434,9.25141,4.44293
1,0.215434,9.25141,4.44293
1,0.215029,9.23399,4.4419
1,0.215029,9.23399,4.4419
1,0.214631,9.21689,4.44059
1,0.214631,9.21689,4.44059
1,0.214271,9.20146,4.4394
1,0.214271,9.20146,4.4394
1,0.213961,9.18815,4.43851
1,0.213961,9.18815,4.43851
1,0.21369,9.1765,4.43772
1,0.21369,9.1765,4.43772
1,0.213461,9.16668,4.43723
1,0.213461,9.16668,4.43723
1,0.213289,9.15927,4.437
1,0.213289,9.15927,4.437
1,0.213174,9.15435,4.43716
1,0.213174,9.15435,4.43716
1,0.213104,9.15135,4.4377
1,0.213104,9.15135,4.4377
1,0.213064,9.14964,4.43831
1,0.213064,9.14964,4.43831
1,0.21304,9.14857,4.43872
1,0.21304,9.14857,4.43872
1,0.213041,9.14862,4.43938
1,0.213041,9.14862,4.43938
1,0.213055,9.14925,4.43997
1,0.213055,9.14925,4.43997
1,0.213066,9.1497,4.44027
1,0.213066,9.1497,4.44027
1,0.213079,9.15024,4.44092
1,0.213079,9.15024,4.44092
1,0.213072,9.14996,4.4412
1,0.213072,9.14996,4.4412
1,0.213058,9.14934,4.44169
1,0.213058,9.14934,4.44169
1,0.213011,9.14733,4.44161
1,0.213011,9.14733,4.44161
1,0.212942,9.1444,4.44119
1,0.212942,9.1444,4.44119
1,0.212877,9.14157,4.44114
1,0.212877,9.14157,4.44114
1,0.212801,9.13831,4.44069
1,0.212801,9.13831,4.44069
1,0.212727,9.13515,4.43997
1,0.212727,9.13515,4.43997
1,0.212689,9.13351,4.43968
1,0.212689,9.13351,4.43968
1,0.21269,9.13355,4.43947
1,0.21269,9.13355,4.43947
1,0.212754,9.13629,4.44014
1,0.212754,9.13629,4.44014
1,0.212848,9.14033,4.44076
1,0.212848,9.14033,4.44076
1,0.212976,9.14583,4.44212
1,0.212976,9.14583,4.44212
1,0.213105,9.15139,4.44312
1,0.213105,9.15139,4.44312
1,0.213221,9.15635,4.44393
1,0.213221,9.15635,4.44393
1,0.213318,9.16051,4.44457
1,0.213318,9.16051,4.44457
1,0.213397,9.16392,4.44483
1,0.213397,9.16392,4.44483
1,0.213475,9.16725,4.44498
1,0.213475,9.16725,4.44498
1,0.213568,9.17128,4.44542
1,0.213568,9.17128,4.44542
1,0.213683,9.17621,4.4464
1,0.213683,9.17621,4.4464
1,0.213793,9.18092,4.44712
1,0.213793,9.18092,4.44712
1,0.213892,9.18519,4.44754
1,0.213892,9.18519,4.44754
1,0.21399,9.1894,4.44777
1,0.21399,9.1894,4.44777
1,0.214101,9.19415,4.44801
1,0.214101,9.19415,4.44801
1,0.214246,9.20037,4.44883
1,0.214246,9.20037,4.44883
1,0.214405,9.20719,4.44961
1,0.214405,9.20719,4.44961
1,0.214574,9.21444,4.45035
1,0.214574,9.21444,4.45035
1,0.214753,9.22215,4.45115
1,0.214753,9.22215,4.45115
1,0.214949,9.23056,4.45239
1,0.214949,9.23056,4.45239
1,0.215136,9.23862,4.45359
1,0.215136,9.23862,4.45359
1,0.215294,9.24539,4.45447
1,0.215294,9.24539,4.45447
1,0.215415,9.25056,4.45499
1,0.215415,9.25056,4.45499
1,0.215502,9.25433,4.45527
1,0.215502,9.25433,4.45527
1,0.215569,9.2572,4.45566
1,0.215569,9.2572,4.45566
1,0.215608,9.25885,4.45601
1,0.215608,9.25885,4.45601
1,0.215609,9.25891,4.45618
1,0.215609,9.25891,4.45618
1,0.215568,9.25713,4.45615
1,0.215568,9.25713,4.45615
1,0.215475,9.25315,4.45586
1,0.215475,9.25315,4.45586
1,0.215322,9.24661,4.45519
1,0.215322,9.24661,4.45519
1,0.215111,9.23752,4.45431
1,0.215111,9.23752,4.45431
1,0.214838,9.22578,4.45334
1,0.214838,9.22578,4.45334
1,0.214477,9.2103,4.4519
1,0.214477,9.2103,4.4519
1,0.214011,9.1903,4.44987
1,0.214011,9.1903,4.44987
1,0.213427,9.16522,4.44732
1,0.213427,9.16522,4.44732
1,0.212711,9.13445,4.44426
1,0.212711,9.13445,4.44426
1,0.211841,9.09708,4.44062
1,0.211841,9.09708,4.44062
1,0.210799,9.05235,4.43655
1,0.210799,9.05235,4.43655
1,0.209554,8.99889,4.43203
1,0.209554,8.99889,4.43203
1,0.208044,8.93405,4.42622
1,0.208044,8.93405,4.42622
1,0.206264,8.8576,4.41851
1,0.206264,8.8576,4.41851
1,0.204441,8.77933,4.41281
1,0.204441,8.77933,4.41281
1,0.202828,8.71003,4.40775
1,0.202828,8.71003,4.40775
0.639975,0.606287,13.2108,7.67811
0.639975,0.606287,13.2108,7.67811
0.638656,0.71486,15.677,8.02806
0.638656,0.71486,15.677,8.02806
0.635739,0.705463,15.5916,8.03168
0.635739,0.705463,15.5916,8.03168
0.625973,0.690632,15.1987,8.08548
0.625973,0.690632,15.1987,8.08548
0.617279,0.680573,14.8991,8.13721
0.617279,0.680573,14.8991,8.13721
0.612065,0.673445,14.7148,8.16822
0.612065,0.673445,14.7148,8.16822
0.610843,0.668519,14.6543,8.15621
0.610843,0.668519,14.6543,8.15621
0.613773,0.667803,14.7996,8.1102
0.613773,0.667803,14.7996,8.1102
0.616281,0.666942,14.8956,8.07489
0.616281,0.666942,14.8956,8.07489
0.618578,0.669702,15.0863,8.0485
0.618578,0.669702,15.0863,8.0485
0.623927,0.674401,15.3998,7.9947
0.623927,0.674401,15.3998,7.9947
0.627714,0.67764,15.6369,7.96015
0.627714,0.67764,15.6369,7.96015
0.629789,0.679997,15.7513,7.94587
0.629789,0.679997,15.7513,7.94587
0.634225,0.686504,15.9694,7.91185
0.634225,0.686504,15.9694,7.91185
0.638396,0.690706,16.1715,7.86811
0.638396,0.690706,16.1715,7.86811
0.638035,0.691375,16.2027,7.86843
0.638035,0.691375,16.2027,7.86843
0.634995,0.697509,16.3152,7.91499
0.634995,0.697509,16.3152,7.91499
0.636296,0.71005,16.7555,7.91894
0.636296,0.71005,16.7555,7.91894
0.637189,0.719563,17.1,7.92937
0.637189,0.719563,17.1,7.92937
0.640165,0.72353,17.2962,7.90901
0.640165,0.72353,17.2962,7.90901
0.642827,0.727282,17.476,7.89564
0.642827,0.727282,17.476,7.89564
0.642232,0.732226,17.5544,7.92132
0.642232,0.732226,17.5544,7.92132
0.642116,0.740019,17.6929,7.94098
0.642116,0.740019,17.6929,7.94098
0.643741,0.750868,17.9855,7.95236
0.643741,0.750868,17.9855,7.95236
0.647117,0.763411,18.3998,7.94304
0.647117,0.763411,18.3998,7.94304
0.649698,0.777382,18.8657,7.94585
0.649698,0.777382,18.8657,7.94585
0.64948,0.788855,19.2253,7.97331
0.64948,0.788855,19.2253,7.97331
0.651844,0.796982,19.5073,7.96735
0.651844,0.796982,19.5073,7.96735
0.653417,0.802089,19.6823,7.97341
0.653417,0.802089,19.6823,7.97341
0.652849,0.806781,19.7661,7.99792
0.652849,0.806781,19.7661,7.99792
0.653155,0.812233,19.9048,8.01522
0.653155,0.812233,19.9048,8.01522
0.655957,0.820455,20.1906,8.00733
0.655957,0.820455,20.1906,8.00733
0.658952,0.829577,20.5163,7.99823
0.658952,0.829577,20.5163,7.99823
0.65886,0.835973,20.6845,8.01651
0.65886,0.835973,20.6845,8.01651
0.659151,0.843079,20.8681,8.02736
0.659151,0.843079,20.8681,8.02736
0.66059,0.852898,21.187,8.03394
0.66059,0.852898,21.187,8.03394
0.661704,0.862364,21.4744,8.05076
0.661704,0.862364,21.4744,8.05076
0.664809,0.872222,21.8051,8.0451
0.664809,0.872222,21.8051,8.0451
0.668842,0.879514,22.1098,8.02239
0.668842,0.879514,22.1098,8.02239
0.672159,0.883727,22.2987,7.99721
0.672159,0.883727,22.2987,7.99721
0.673507,0.887668,22.4438,7.99934
0.673507,0.887668,22.4438,7.99934
0.675022,0.89399,22.6438,8.00329
0.675022,0.89399,22.6438,8.00329
0.677259,0.903406,22.9629,8.00477
0.677259,0.903406,22.9629,8.00477
0.67888,0.913177,23.3176,8.00442
0.67888,0.913177,23.3176,8.00442
0.679157,0.918427,23.5415,8.00845
0.679157,0.918427,23.5415,8.00845
0.677543,0.919338,23.5607,8.02355
0.677543,0.919338,23.5607,8.02355
0.677152,0.918468,23.5645,8.01578
0.677152,0.918468,23.5645,8.01578
0.67551,0.917407,23.5222,8.03003
0.67551,0.917407,23.5222,8.03003
0.673799,0.91845,23.52,8.04829
0.673799,0.91845,23.52,8.04829
0.673927,0.918203,23.5506,8.04245
0.673927,0.918203,23.5506,8.04245
0.674558,0.918215,23.5955,8.03444
0.674558,0.918215,23.5955,8.03444
0.677625,0.921484,23.7964,8.00835
0.677625,0.921484,23.7964,8.00835
0.682265,0.925824,24.0779,7.97119
0.682265,0.925824,24.0779,7.97119
0.685043,0.928458,24.2629,7.95365
0.685043,0.928458,24.2629,7.95365
0.687137,0.927894,24.3222,7.93454
0.687137,0.927894,24.3222,7.93454
0.689719,0.927441,24.3864,7.91145
0.689719,0.927441,24.3864,7.91145
0.692056,0.92597,24.389,7.89171
0.692056,0.92597,24.389,7.89171
0.696087,0.923178,24.3996,7.84166
0.696087,0.923178,24.3996,7.84166
0.702093,0.918536,24.4372,7.76514
0.702093,0.918536,24.4372,7.76514
0.707477,0.909453,24.349,7.69531
0.707477,0.909453,24.349,7.69531
0.71229,0.897642,24.1619,7.62507
0.71229,0.897642,24.1619,7.62507
0.715951,0.884812,23.9578,7.55771
0.715951,0.884812,23.9578,7.55771
0.718376,0.870708,23.6841,7.50169
0.718376,0.870708,23.6841,7.50169
0.721242,0.855811,23.3815,7.43794
0.721242,0.855811,23.3815,7.43794
0.724043,0.838489,22.9949,7.37194
0.724043,0.838489,22.9949,7.37194
0.725961,0.819284,22.5141,7.31346
0.725961,0.819284,22.5141,7.31346
0.727831,0.801252,22.0379,7.25997
0.727831,0.801252,22.0379,7.25997
0.731348,0.784697,21.6163,7.19161
0.731348,0.784697,21.6163,7.19161
0.737387,0.769711,21.3143,7.10474
0.737387,0.769711,21.3143,7.10474
0.743054,0.756603,21.0669,7.0303
0.743054,0.756603,21.0669,7.0303
0.746903,0.745677,20.8555,6.97555
0.746903,0.745677,20.8555,6.97555
0.749258,0.736205,20.6619,6.93569
0.749258,0.736205,20.6619,6.93569
0.749829,0.729142,20.4888,6.91599
0.749829,0.729142,20.4888,6.91599
0.750648,0.724688,20.3903,6.90068
0.750648,0.724688,20.3903,6.90068
0.749023,0.719309,20.2431,6.9069
0.749023,0.719309,20.2431,6.9069
0.74514,0.714752,20.038,6.93336
0.74514,0.714752,20.038,6.93336
0.744925,0.711685,19.947,6.92365
0.744925,0.711685,19.947,6.92365
0.745047,0.707822,19.8449,6.91557
0.745047,0.707822,19.8449,6.91557
0.748352,0.705656,19.7817,6.88743
0.748352,0.705656,19.7817,6.88743
0.756124,0.705343,19.8328,6.84276
0.756124,0.705343,19.8328,6.84276
0.77339,0.704103,19.9839,6.72073
0.77339,0.704103,19.9839,6.72073
0.795833,0.702295,20.2065,6.57969
0.795833,0.702295,20.2065,6.57969
0.825314,0.697544,20.4625,6.37536
0.825314,0.697544,20.4625,6.37536
0.8566,0.684236,20.4803,6.16267
0.8566,0.684236,20.4803,6.16267
0.886238,0.666255,20.3423,5.9451
0.886238,0.666255,20.3423,5.9451
0.908261,0.643712,19.9828,5.77377
0.908261,0.643712,19.9828,5.77377
0.928822,0.613493,19.3493,5.58958
0.928822,0.613493,19.3493,5.58958
0.948184,0.574201,18.4053,5.38277
0.948184,0.574201,18.4053,5.38277
0.963776,0.53163,17.2791,5.21081
0.963776,0.53163,17.2791,5.21081
0.975598,0.489754,16.0967,5.05545
0.975598,0.489754,16.0967,5.05545
0.985998,0.452732,15.0667,4.92467
0.985998,0.452732,15.0667,4.92467
0.992304,0.417699,14.0265,4.81823
0.992304,0.417699,14.0265,4.81823
0.996225,0.389295,13.1561,4.73719
0.996225,0.389295,13.1561,4.73719
0.998115,0.366117,12.4126,4.67782
0.998115,0.366117,12.4126,4.67782
0.999368,0.351346,11.9404,4.63763
0.999368,0.351346,11.9404,4.63763
0.999594,0.342446,11.6424,4.61556
0.999594,0.342446,11.6424,4.61556
0.999932,0.336197,11.4375,4.59828
0.999932,0.336197,11.4375,4.59828
0.999973,0.331909,11.2923,4.58763
0.999973,0.331909,11.2923,4.58763
0.99997,0.327835,11.1532,4.57678
0.99997,0.327835,11.1532,4.57678
0.999965,0.324848,11.051,4.56713
0.999965,0.324848,11.051,4.56713
0.99996,0.321376,10.9324,4.55567
0.99996,0.321376,10.9324,4.55567
0.999958,0.31613,10.754,4.54165
0.999958,0.31613,10.754,4.54165
0.999962,0.310654,10.5684,4.5283
0.999962,0.310654,10.5684,4.5283
0.99997,0.305013,10.3772,4.51388
0.99997,0.305013,10.3772,4.51388
0.999977,0.299278,10.1826,4.49901
0.999977,0.299278,10.1826,4.49901
0.999983,0.293553,9.98822,4.48432
0.999983,0.293553,9.98822,4.48432
0.999988,0.28785,9.79441,4.4692
0.999988,0.28785,9.79441,4.4692
0.999992,0.282593,9.61568,4.45595
0.999992,0.282593,9.61568,4.45595
0.999994,0.277606,9.44607,4.44256
0.999994,0.277606,9.44607,4.44256
0.999995,0.272512,9.27276,4.42857
0.999995,0.272512,9.27276,4.42857
0.999996,0.26769,9.10874,4.41522
0.999996,0.26769,9.10874,4.41522
0.999997,0.26295,8.94745,4.40165
0.999997,0.26295,8.94745,4.40165
0.999997,0.258543,8.79755,4.38948
0.999997,0.258543,8.79755,4.38948
0.999998,0.254512,8.66035,4.3786
0.999998,0.254512,8.66035,4.3786
0.999998,0.250808,8.53433,4.36802
0.999998,0.250808,8.53433,4.36802
0.999998,0.24743,8.41942,4.35829
0.999998,0.24743,8.41942,4.35829
0.999999,0.244568,8.32203,4.35003
0.999999,0.244568,8.32203,4.35003
0.999999,0.242012,8.23508,4.34224
0.999999,0.242012,8.23508,4.34224
0.999999,0.239343,8.14426,4.33598
0.999999,0.239343,8.14426,4.33598
0.999999,0.236832,8.05882,4.32924
0.999999,0.236832,8.05882,4.32924
0.999999,0.234538,7.98076,4.32326
0.999999,0.234538,7.98076,4.32326
1,0.232471,7.91046,4.31821
1,0.232471,7.91046,4.31821
1,0.230598,7.84674,4.31372
1,0.230598,7.84674,4.31372
1,0.228869,7.78789,4.30933
1,0.228869,7.78789,4.30933
1,0.227237,7.73237,4.30471
1,0.227237,7.73237,4.30471
1,0.225735,7.68126,4.29998
1,0.225735,7.68126,4.29998
1,0.224468,7.63813,4.29472
1,0.224468,7.63813,4.29472
1,0.223255,7.59685,4.29032
1,0.223255,7.59685,4.29032
1,0.221924,7.55157,4.28693
1,0.221924,7.55157,4.28693
1,0.220535,7.50433,4.28408
1,0.220535,7.50433,4.28408
1,0.219139,7.4568,4.28032
1,0.219139,7.4568,4.28032
0.999999,0.218298,7.4282,4.27801
0.999999,0.218298,7.4282,4.27801
0.999999,0.217717,7.40842,4.27619
0.999999,0.217717,7.40842,4.27619
0.999999,0.217164,7.38961,4.27437
0.999999,0.217164,7.38961,4.27437
1,0.216702,7.37389,4.27338
1,0.216702,7.37389,4.27338
1,0.216356,7.36212,4.27224
1,0.216356,7.36212,4.27224
1,0.215985,7.34951,4.27121
1,0.215985,7.34951,4.27121
1,0.215456,7.33149,4.26923
1,0.215456,7.33149,4.26923
1,0.21489,7.31222,4.26713
1,0.21489,7.31222,4.26713
1,0.214305,7.29232,4.26475
1,0.214305,7.29232,4.26475
1,0.2138,7.27513,4.26363
1,0.2138,7.27513,4.26363
1,0.213404,7.26166,4.26377
1,0.213404,7.26166,4.26377
1,0.213094,7.25109,4.26418
1,0.213094,7.25109,4.26418
1,0.212832,7.24219,4.26389
1,0.212832,7.24219,4.26389
1,0.212625,7.23516,4.26338
1,0.212625,7.23516,4.26338
1,0.212489,7.23053,4.26329
1,0.212489,7.23053,4.26329
1,0.212416,7.22804,4.26377
1,0.212416,7.22804,4.26377
1,0.212387,7.22707,4.26455
1,0.212387,7.22707,4.26455
1,0.212356,7.22602,4.26498
1,0.212356,7.22602,4.26498
1,0.212312,7.22449,4.26507
1,0.212312,7.22449,4.26507
1,0.212255,7.22258,4.26481
1,0.212255,7.22258,4.26481
1,0.212211,7.22109,4.2645
1,0.212211,7.22109,4.2645
1,0.212212,7.22111,4.26443
1,0.212212,7.22111,4.26443
1,0.212247,7.22231,4.26434
1,0.212247,7.22231,4.26434
1,0.212323,7.22487,4.26437
1,0.212323,7.22487,4.26437
1,0.212433,7.2286,4.2646
1,0.212433,7.2286,4.2646
1,0.212531,7.23194,4.26479
1,0.212531,7.23194,4.26479
1,0.212592,7.23403,4.26425
1,0.212592,7.23403,4.26425
1,0.212667,7.23658,4.26478
1,0.212667,7.23658,4.26478
1,0.212704,7.23783,4.26525
1,0.212704,7.23783,4.26525
1,0.21269,7.23735,4.26562
1,0.21269,7.23735,4.26562
1,0.212625,7.23515,4.26604
1,0.212625,7.23515,4.26604
1,0.212511,7.23127,4.26607
1,0.212511,7.23127,4.26607
1,0.212385,7.22697,4.26594
1,0.212385,7.22697,4.26594
1,0.212286,7.22363,4.26606
1,0.212286,7.22363,4.26606
1,0.21223,7.22171,4.26616
1,0.21223,7.22171,4.26616
1,0.212225,7.22156,4.26647
1,0.212225,7.22156,4.26647
1,0.21226,7.22274,4.26689
1,0.21226,7.22274,4.26689
1,0.212317,7.22469,4.26732
1,0.212317,7.22469,4.26732
1,0.212387,7.22705,4.26761
1,0.212387,7.22705,4.26761
1,0.212467,7.22978,4.26784
1,0.212467,7.22978,4.26784
1,0.212576,7.23348,4.26866
1,0.212576,7.23348,4.26866
1,0.21268,7.23703,4.26924
1,0.21268,7.23703,4.26924
1,0.212754,7.23955,4.26945
1,0.212754,7.23955,4.26945
1,0.212814,7.24158,4.26991
1,0.212814,7.24158,4.26991
1,0.212836,7.24234,4.27017
1,0.212836,7.24234,4.27017
1,0.212789,7.24072,4.26989
1,0.212789,7.24072,4.26989
1,0.21267,7.23668,4.26938
1,0.21267,7.23668,4.26938
1,0.21249,7.23056,4.26868
1,0.21249,7.23056,4.26868
1,0.212267,7.22299,4.2682
1,0.212267,7.22299,4.2682
1,0.211983,7.21332,4.26729
1,0.211983,7.21332,4.26729
1,0.211649,7.20195,4.26632
1,0.211649,7.20195,4.26632
1,0.211282,7.18947,4.2654
1,0.211282,7.18947,4.2654
1,0.210872,7.17551,4.26407
1,0.210872,7.17551,4.26407
1,0.210401,7.15948,4.26191
1,0.210401,7.15948,4.26191
1,0.209917,7.143,4.26067
1,0.209917,7.143,4.26067
1,0.209329,7.123,4.25843
1,0.209329,7.123,4.25843
1,0.208613,7.09866,4.25528
1,0.208613,7.09866,4.25528
1,0.207796,7.07085,4.25236
1,0.207796,7.07085,4.25236
1,0.206852,7.03872,4.24961
1,0.206852,7.03872,4.24961
1,0.20573,7.00054,4.24607
1,0.20573,7.00054,4.24607
1,0.20439,6.95494,4.24142
1,0.20439,6.95494,4.24142
1,0.202812,6.90123,4.23596
1,0.202812,6.90123,4.23596
1,0.200933,6.83731,4.22911
1,0.200933,6.83731,4.22911
1,0.198706,6.76153,4.2208
1,0.198706,6.76153,4.2208
1,0.196063,6.6716,4.21092
1,0.196063,6.6716,4.21092
1,0.192965,6.56616,4.19859
1,0.192965,6.56616,4.19859
1,0.189535,6.44945,4.18603
1,0.189535,6.44945,4.18603
1,0.186054,6.33101,4.17281
1,0.186054,6.33101,4.17281
1,0.183799,6.25426,4.16626
1,0.183799,6.25426,4.16626
0.656866,0.669735,10.4333,7.07408
0.656866,0.669735,10.4333,7.07408
0.657588,0.772097,12.3782,7.27738
0.657588,0.772097,12.3782,7.27738
0.645535,0.71855,11.6808,7.21595
0.645535,0.71855,11.6808,7.21595
0.624451,0.652014,10.4855,7.22088
0.624451,0.652014,10.4855,7.22088
0.609707,0.610845,9.80392,7.23315
0.609707,0.610845,9.80392,7.23315
0.604272,0.591056,9.54652,7.2105
0.604272,0.591056,9.54652,7.2105
0.601853,0.576829,9.3471,7.18252
0.601853,0.576829,9.3471,7.18252
0.605547,0.579641,9.50327,7.13776
0.605547,0.579641,9.50327,7.13776
0.611851,0.594841,9.89774,7.10125
0.611851,0.594841,9.89774,7.10125
0.620543,0.612524,10.3138,7.05875
0.620543,0.612524,10.3138,7.05875
0.629541,0.628572,10.6826,7.01249
0.629541,0.628572,10.6826,7.01249
0.636647,0.64497,11.0569,6.98543
0.636647,0.64497,11.0569,6.98543
0.644809,0.661362,11.5179,6.94133
0.644809,0.661362,11.5179,6.94133
0.65062,0.675789,11.899,6.91869
0.65062,0.675789,11.899,6.91869
0.65272,0.689216,12.1988,6.92379
0.65272,0.689216,12.1988,6.92379
0.653307,0.697608,12.3623,6.9363
0.653307,0.697608,12.3623,6.9363
0.654089,0.70307,12.4662,6.94322
0.654089,0.70307,12.4662,6.94322
0.656547,0.707878,12.5924,6.93094
0.656547,0.707878,12.5924,6.93094
0.657303,0.713245,12.74,6.9309
0.657303,0.713245,12.74,6.9309
0.656881,0.719553,12.8992,6.93855
0.656881,0.719553,12.8992,6.93855
0.656819,0.724311,12.9972,6.94832
0.656819,0.724311,12.9972,6.94832
0.657212,0.727874,13.0547,6.95362
0.657212,0.727874,13.0547,6.95362
0.659584,0.730233,13.1377,6.94241
0.659584,0.730233,13.1377,6.94241
0.661022,0.730887,13.1919,6.92914
0.661022,0.730887,13.1919,6.92914
0.661824,0.728003,13.1845,6.9178
0.661824,0.728003,13.1845,6.9178
0.661048,0.724913,13.1197,6.92009
0.661048,0.724913,13.1197,6.92009
0.660648,0.72704,13.1556,6.93236
0.660648,0.72704,13.1556,6.93236
0.661355,0.734979,13.3025,6.9464
0.661355,0.734979,13.3025,6.9464
0.666478,0.744768,13.5657,6.91204
0.666478,0.744768,13.5657,6.91204
0.670737,0.754663,13.8336,6.90015
0.670737,0.754663,13.8336,6.90015
0.671669,0.76682,14.0895,6.91931
0.671669,0.76682,14.0895,6.91931
0.67205,0.774857,14.2523,6.93005
0.67205,0.774857,14.2523,6.93005
0.673984,0.780866,14.3895,6.93058
0.673984,0.780866,14.3895,6.93058
0.677337,0.784391,14.5131,6.913
0.677337,0.784391,14.5131,6.913
0.679486,0.782245,14.5104,6.89002
0.679486,0.782245,14.5104,6.89002
0.680607,0.777229,14.434,6.87374
0.680607,0.777229,14.434,6.87374
0.681172,0.774577,14.3833,6.86657
0.681172,0.774577,14.3833,6.86657
0.68159,0.77166,14.3434,6.86168
0.68159,0.77166,14.3434,6.86168
0.683504,0.768283,14.2954,6.84629
0.683504,0.768283,14.2954,6.84629
0.68488,0.769009,14.3396,6.84107
0.68488,0.769009,14.3396,6.84107
0.685536,0.771111,14.4375,6.83565
0.685536,0.771111,14.4375,6.83565
0.686075,0.773117,14.5165,6.83201
0.686075,0.773117,14.5165,6.83201
0.687619,0.775117,14.6046,6.81759
0.687619,0.775117,14.6046,6.81759
0.687284,0.779411,14.6981,6.82963
0.687284,0.779411,14.6981,6.82963
0.689423,0.788083,14.932,6.82388
0.689423,0.788083,14.932,6.82388
0.693961,0.79727,15.213,6.80214
0.693961,0.79727,15.213,6.80214
0.698157,0.8067,15.4743,6.78669
0.698157,0.8067,15.4743,6.78669
0.702756,0.817846,15.7919,6.76602
0.702756,0.817846,15.7919,6.76602
0.705787,0.826652,16.0405,6.75043
0.705787,0.826652,16.0405,6.75043
0.707223,0.834043,16.1976,6.75232
0.707223,0.834043,16.1976,6.75232
0.708287,0.841711,16.3335,6.75274
0.708287,0.841711,16.3335,6.75274
0.707625,0.847281,16.4338,6.76213
0.707625,0.847281,16.4338,6.76213
0.707388,0.852076,16.5498,6.7681
0.707388,0.852076,16.5498,6.7681
0.708665,0.858495,16.6827,6.76815
0.708665,0.858495,16.6827,6.76815
0.711253,0.864499,16.8474,6.74766
0.711253,0.864499,16.8474,6.74766
0.714009,0.870657,17.0389,6.73018
0.714009,0.870657,17.0389,6.73018
0.716382,0.876577,17.2259,6.71686
0.716382,0.876577,17.2259,6.71686
0.717166,0.881482,17.3644,6.72135
0.717166,0.881482,17.3644,6.72135
0.717478,0.889233,17.5228,6.73122
0.717478,0.889233,17.5228,6.73122
0.720069,0.896134,17.7117,6.71769
0.720069,0.896134,17.7117,6.71769
0.721534,0.898712,17.8023,6.71492
0.721534,0.898712,17.8023,6.71492
0.722374,0.897096,17.8077,6.70627
0.722374,0.897096,17.8077,6.70627
0.724156,0.892419,17.7775,6.68472
0.724156,0.892419,17.7775,6.68472
0.727128,0.885729,17.6928,6.64972
0.727128,0.885729,17.6928,6.64972
0.730989,0.876473,17.5891,6.60022
0.730989,0.876473,17.5891,6.60022
0.734687,0.866009,17.4599,6.55322
0.734687,0.866009,17.4599,6.55322
0.737918,0.854051,17.27,6.50825
0.737918,0.854051,17.27,6.50825
0.7413,0.84052,17.0417,6.45928
0.7413,0.84052,17.0417,6.45928
0.744516,0.826198,16.7968,6.40991
0.744516,0.826198,16.7968,6.40991
0.747355,0.811746,16.5427,6.36333
0.747355,0.811746,16.5427,6.36333
0.750671,0.796952,16.2833,6.31883
0.750671,0.796952,16.2833,6.31883
0.754694,0.783813,16.0405,6.27472
0.754694,0.783813,16.0405,6.27472
0.759257,0.770893,15.81,6.22329
0.759257,0.770893,15.81,6.22329
0.763599,0.757545,15.571,6.17019
0.763599,0.757545,15.571,6.17019
